,,,,,,Passing,,,,,,,,,,,,,,,
789,Mike Tomczak,30,1981,1984,44,326,588,262,55.4,4921,30,32,5.1,5.4,131.7,8.4,6.94,15.1,111.8,QB,Ohio State
790,Pat Hegarty,30,1987,1988,22,334,603,269,55.4,4593,30,25,5,4.1,127.5,7.6,6.75,13.8,208.8,QB,UTEP
791,Ralph Martini,30,1986,1990,34,285,505,220,56.4,3897,30,18,5.9,3.6,133.7,7.7,7.3,13.7,114.6,QB,"BYU,San Jose State"
792,Ramon Flanigan,30,1992,1997,55,438,829,391,52.8,5640,30,32,3.6,3.9,114.2,6.8,5.79,12.9,102.5,QB,SMU
793,Ross Metheny,30,2010,2013,32,405,688,283,58.9,4977,30,20,4.4,2.9,128.2,7.2,6.8,12.3,155.5,QB,"South Alabama,Virginia"
794,Sam King,30,1979,1981,24,358,621,263,57.6,5372,30,29,4.8,4.7,136.9,8.7,7.52,15,223.8,QB,Nevada-Las Vegas
795,Scott Stankavage,30,1980,1983,44,272,497,225,54.7,3363,30,20,6,4,123.4,6.8,6.16,12.4,76.4,QB,North Carolina
796,Shawn Halloran,30,1983,1986,45,416,723,307,57.5,5252,30,31,4.1,4.3,123.7,7.3,6.16,12.6,116.7,QB,Boston College
797,Steve Schnur,30,1993,1996,37,395,701,306,56.3,5048,30,30,4.3,4.3,122.4,7.2,6.13,12.8,136.4,QB,Northwestern
798,Steve Taylor,30,1985,1988,37,184,404,220,45.5,2815,30,24,7.4,5.9,116.7,7,5.78,15.3,76.1,QB,Nebraska
799,Taylor Heinicke,30,2014,2014,12,289,457,168,63.2,3476,30,16,6.6,3.5,141.8,7.6,7.34,12,289.7,QB,Old Dominion
800,Tim Clifford,30,1977,1980,44,322,602,280,53.5,4167,30,31,5,5.1,117.8,6.9,5.6,12.9,94.7,QB,Indiana
