,,,,,,Passing,,,,,,,,,,,,,,,
184,Cody Fajardo,57,2011,2014,45,878,1348,470,65.1,9659,57,29,4.2,2.2,135,7.2,7.04,11,214.6,QB,Nevada
185,Darren Grainger,57,2021,2023,38,554,883,329,62.7,6779,57,18,6.5,2,144.5,7.7,8.05,12.2,178.4,QB,Georgia State
186,Jose Davis,57,1997,1999,31,552,1000,448,55.2,6722,57,32,5.7,3.2,124.1,6.7,6.42,12.2,216.8,QB,Kent State
187,Khalil Tate,57,2016,2019,40,459,792,333,58,6318,57,31,7.2,3.9,140.9,8,7.66,13.8,158,QB,Arizona
188,Reggie Ball,57,2003,2006,49,662,1363,701,48.6,8128,57,55,4.2,4,104.4,6,4.98,12.3,165.9,QB,Georgia Tech
189,Terrelle Pryor,57,2008,2010,39,477,783,306,60.9,6177,57,26,7.3,3.3,144.6,7.9,7.85,12.9,158.4,QB,Ohio State
190,Ty Gangi,57,2016,2018,32,595,989,394,60.2,7378,57,30,5.8,3,135.8,7.5,7.25,12.4,230.6,QB,Nevada
191,Austin Aune,56,2019,2022,37,488,896,408,54.5,7324,56,28,6.3,3.1,137.5,8.2,8.02,15,197.9,QB,North Texas
192,Casey Bramlet,56,2000,2003,40,767,1378,611,55.7,9684,56,48,4.1,3.5,121.1,7,6.27,12.6,242.1,QB,Wyoming
193,Connor Shaw,56,2010,2013,43,480,733,253,65.5,6074,56,16,7.6,2.2,155.9,8.3,8.83,12.7,141.3,QB,South Carolina
194,Daniel Richardson,56,2019,2023,44,643,1059,416,60.7,7392,56,23,5.3,2.2,132.5,7,7.06,11.5,168,QB,"Central Michigan,Florida Atlantic"
195,Gunner Kiel,56,2014,2016,29,505,833,328,60.6,6835,56,26,6.7,3.1,145.5,8.2,8.15,13.5,235.7,QB,Cincinnati
196,Gus Ragland,56,2014,2018,40,511,847,336,60.3,6312,56,13,6.6,1.5,141.7,7.5,8.08,12.4,157.8,,Miami (OH)
197,Juice Williams,56,2006,2009,48,606,1136,530,53.3,8037,56,44,4.9,3.9,121.3,7.1,6.32,13.3,167.4,QB,Illinois
198,Mike McCoy,56,1991,1994,37,658,1061,403,62,8342,56,26,5.3,2.5,140.6,7.9,7.82,12.7,225.5,QB,"Long Beach State,Utah"
199,Ryan Griffin,56,2009,2012,42,836,1396,560,59.9,9026,56,35,4,2.5,122.4,6.5,6.14,10.8,214.9,QB,Tulane
200,Steve Clarkson,56,1979,1982,44,509,961,452,53,6842,56,41,5.8,4.3,123.5,7.1,6.37,13.4,155.5,QB,San Jose State
