,,,,,,Passing,,,,,,,,,,,,,,,
1387,Jim Dunda,19,1962,1964,26,159,343,184,46.4,2139,19,24,5.5,7,103,6.2,4.2,13.5,82.3,QB,Brown
1388,Jim Kubacki,19,1975,1976,18,143,282,139,50.7,2218,19,16,6.7,5.7,127.7,7.9,6.66,15.5,123.2,QB,Harvard
1389,J.J. McDermott,19,2007,2011,29,341,570,229,59.8,4130,19,22,3.3,3.9,124,7.2,6.18,12.1,142.4,QB,"New Mexico State,SMU"
1390,John Goodman,19,1964,1966,30,197,366,169,53.8,2584,19,21,5.2,5.7,118.8,7.1,5.52,13.1,86.1,QB,Arizona State
1391,John Gustin,19,1991,1994,21,206,365,159,56.4,3051,19,19,5.2,5.2,133.4,8.4,7.06,14.8,145.3,QB,Wyoming
1392,John Read,19,1969,1970,21,214,452,238,47.3,2623,19,29,4.2,6.4,97.1,5.8,3.76,12.3,124.9,QB,Pacific
1393,Jon Hays,19,2011,2012,17,183,318,135,57.5,2112,19,10,6,3.1,126.8,6.6,6.42,11.5,124.2,QB,Utah
1394,Jonathan Crosswhite,19,1997,1998,19,258,443,185,58.2,3203,19,18,4.3,4.1,125,7.2,6.26,12.4,168.6,QB,Utah
1395,Karl Francis,19,1969,1970,22,156,307,151,50.8,1998,19,15,6.2,4.9,116.1,6.5,5.55,12.8,90.8,QB,Fresno State
1396,Kevin Thompson,19,1996,1999,46,263,495,232,53.1,3710,19,17,3.8,3.4,121.9,7.5,6.72,14.1,80.7,QB,Penn State
1397,Keyone Jenkins,19,2023,2024,15,268,446,178,60.1,3310,19,15,4.3,3.4,129.8,7.4,6.76,12.4,220.7,QB,Florida International
1398,Marc Lunsford,19,1975,1977,34,150,313,163,47.9,2741,19,15,6.1,4.8,131.9,8.8,7.81,18.3,80.6,QB,Arizona
1399,Marcus Vick,19,2003,2005,24,207,346,139,59.8,2868,19,15,5.5,4.3,138.9,8.3,7.44,13.9,119.5,QB,Virginia Tech
1400,Mark Butterfield,19,1992,1995,45,219,384,165,57,2858,19,10,4.9,2.6,130.7,7.4,7.26,13.1,63.5,QB,Stanford
