,,,,,,Passing,,,,,,,,,,,,,,,
383,Tyler Shough,44,2018,2024,33,407,638,231,63.8,5475,44,17,6.9,2.7,153.3,8.6,8.76,13.5,165.9,,"Louisville,Oregon,Texas Tech"
384,Brady Cook,43,2020,2024,39,664,986,322,67.3,7662,43,14,4.4,1.4,144.2,7.8,8,11.5,196.5,QB,Missouri
385,C.J. Bacher,43,2005,2008,34,664,1105,441,60.1,7319,43,43,3.9,3.9,120.8,6.6,5.65,11,215.3,QB,Northwestern
386,Daryll Clark,43,2006,2009,41,444,738,294,60.2,5742,43,16,5.8,2.2,140.4,7.8,7.97,12.9,140,QB,Penn State
387,Donovan Smith,43,2021,2024,39,549,851,302,64.5,6097,43,27,5.1,3.2,135,7.2,6.75,11.1,156.3,QB,"Houston,Texas Tech"
388,Ed Smith,43,1976,1978,32,418,789,371,53,5706,43,32,5.4,4.1,123.6,7.2,6.5,13.7,178.3,QB,Michigan State
389,Gene Swick,43,1972,1975,44,556,938,382,59.3,7266,43,44,4.6,4.7,130.1,7.7,6.55,13.1,165.1,,Toledo
390,Haynes King,43,2020,2024,28,456,731,275,62.4,5695,43,27,5.9,3.7,139.8,7.8,7.31,12.5,203.4,QB,"Georgia Tech,Texas A&M"
391,Jon Denton,43,1996,1997,21,476,880,404,54.1,6177,43,33,4.9,3.8,121.7,7,6.31,13,294.1,QB,Nevada-Las Vegas
392,Josh Love,43,2016,2019,41,578,1000,422,57.8,7206,43,29,4.3,2.9,126.7,7.2,6.76,12.5,175.8,QB,San Jose State
393,Martin Hankins,43,2006,2007,23,487,805,318,60.5,5770,43,25,5.3,3.1,132.1,7.2,6.84,11.8,250.9,QB,Memphis
394,Matt Sherman,43,1994,1997,34,420,714,294,58.8,6018,43,32,6,4.5,140.5,8.4,7.62,14.3,177,QB,Iowa
395,Mike Neu,43,1990,1993,44,580,970,390,59.8,6271,43,40,4.4,4.1,120.5,6.5,5.5,10.8,142.5,QB,Ball State
396,Mike Pusey,43,1977,1979,33,420,855,435,49.1,6160,43,51,5,6,114.3,7.2,5.53,14.7,186.7,QB,Western Carolina
397,Phil Jurkovec,43,2018,2023,39,473,809,336,58.5,6224,43,20,5.3,2.5,135.7,7.7,7.64,13.2,159.6,QB,"Boston College,Notre Dame,Pitt"
398,Ray Lucas,43,1992,1995,42,514,908,394,56.6,5896,43,30,4.7,3.3,120.2,6.5,5.95,11.5,140.4,QB,Rutgers
399,Romaro Miller,43,1997,2000,35,497,902,405,55.1,6311,43,31,4.8,3.4,122.7,7,6.4,12.7,180.3,QB,Ole Miss
400,Taylor McHargue,43,2010,2013,40,496,881,385,56.3,6117,43,19,4.9,2.2,126.4,6.9,6.95,12.3,152.9,QB,Rice
