,,,,,,Passing,,,,,,,,,,,,,,,
2386,Blayne Baggett,10,2002,2004,17,89,146,57,61,1093,10,7,6.8,4.8,136.9,7.5,6.7,12.3,64.3,QB,Western Michigan
2387,Bob Hivner,10,1958,1960,30,83,181,98,45.9,1220,10,18,5.5,9.9,100.8,6.7,3.37,14.7,40.7,QB,Washington
2388,Bob Reinhart,10,1956,1956,10,90,172,82,52.3,1138,10,5,5.8,2.9,121.3,6.6,6.47,12.6,113.8,QB,San Jose State
2389,Bob Utter,10,1990,1993,26,165,283,118,58.3,2302,10,17,3.5,6,126.3,8.1,6.14,14,88.5,QB,Iowa State
2390,Bobby Mitchell,10,1959,1961,30,103,243,140,42.4,1493,10,17,4.1,7,93.6,6.1,3.82,14.5,49.8,QB,Virginia Military Institute
2391,Brad Baumberger,10,1982,1983,24,131,233,102,56.2,1841,10,11,4.3,4.7,127.3,7.9,6.64,14.1,76.7,QB,Wyoming
2392,Brady Olson,10,2021,2023,19,181,372,191,48.7,1936,10,16,2.7,4.3,92.6,5.2,3.81,10.7,101.9,QB,Massachusetts
2393,Brandon Mitchell,10,2010,2013,27,111,194,83,57.2,1343,10,7,5.2,3.6,125.2,6.9,6.33,12.1,49.7,QB,"Arkansas,North Carolina State"
2394,Brian Buckley,10,1977,1980,18,116,227,111,51.1,1517,10,19,4.4,8.4,105,6.7,3.8,13.1,84.3,QB,Harvard
2395,Brian Fox,10,1988,1991,25,137,265,128,51.7,1461,10,16,3.8,6,98.4,5.5,3.55,10.7,58.4,QB,"Florida,Purdue"
2396,Brian Russell,10,1998,2000,30,142,272,130,52.2,1653,10,7,3.7,2.6,110.2,6.1,5.65,11.6,55.1,DB,San Diego State
2397,Brian Stallworth,10,1998,2000,17,120,192,72,62.5,1422,10,11,5.2,5.7,130.4,7.4,5.87,11.9,83.6,QB,Louisiana Tech
2398,Bruce Van Ness,10,1967,1969,28,86,216,130,39.8,1172,10,21,4.6,9.7,81.2,5.4,1.98,13.6,41.9,RB,Rutgers
2399,Bryson Daily,10,2021,2024,19,70,140,70,50,1099,10,6,7.1,4.3,130.9,7.9,7.35,15.7,57.8,QB,Army
2400,Buddy Gilbert,10,1974,1975,15,124,296,172,41.9,1750,10,26,3.4,8.8,85.1,5.9,2.64,14.1,116.7,QB,Tulane
