,,,,,,Passing,,,,,,,,,,,,,,,
988,John Fitzgerald,25,1994,1998,36,475,880,405,54,5822,25,37,2.8,4.2,110.5,6.6,5.29,12.3,161.7,QB,Tulsa
989,John Fourcade,25,1978,1981,44,445,819,374,54.3,5412,25,38,3.1,4.6,110.6,6.6,5.13,12.2,123,QB,Ole Miss
990,Kurt Nantkes,25,2001,2004,32,282,560,278,50.4,3317,25,23,4.5,4.1,106.6,5.9,4.97,11.8,103.7,QB,Nevada-Las Vegas
991,Loran Carter,25,1966,1968,30,221,476,255,46.4,3129,25,47,5.3,9.9,99.2,6.6,3.18,14.2,104.3,QB,Auburn
992,Mark Driscoll,25,1972,1975,33,283,583,300,48.5,3923,25,34,4.3,5.8,107.6,6.7,4.96,13.9,118.9,QB,Colorado State
993,Mark Hartsell,25,1993,1995,26,349,608,259,57.4,3763,25,24,4.1,3.9,115.1,6.2,5.24,10.8,144.7,QB,Boston College
994,Mike Cordova,25,1974,1976,31,286,636,350,45,3539,25,27,3.9,4.2,96.2,5.6,4.44,12.4,114.2,QB,Stanford
995,Mike McGann,25,2001,2005,40,512,1040,528,49.2,5967,25,50,2.4,4.8,95.7,5.7,4.05,11.7,149.2,QB,Temple
996,Mike Stripling,25,1966,1968,30,276,589,313,46.9,3593,25,27,4.2,4.6,102.9,6.1,4.89,13,119.8,QB,Tulsa
997,Nick Noce,25,2003,2005,27,328,628,300,52.2,4343,25,33,4,5.3,112.9,6.9,5.35,13.2,160.9,QB,Arkansas State
998,Perry Patterson,25,2003,2006,41,456,862,406,52.9,5220,25,25,2.9,2.9,107.5,6.1,5.33,11.4,127.3,QB,Syracuse
999,Phil Petty,25,1998,2001,38,426,805,379,52.9,5254,25,28,3.1,3.5,111,6.5,5.58,12.3,138.3,QB,South Carolina
1000,Riley Leonard,25,2021,2024,31,447,722,275,61.9,5037,25,12,3.5,1.7,128.6,7,6.92,11.3,162.5,QB,"Duke,Notre Dame"
