,,,,,,,,,,,Passing,,,,,,,,,,,,,,,
557,Rex Kern,17,CLT,10,260,1971,Ohio State,1968,1970,25,175,336,161,52.1,2303,17,23,5.1,6.8,112.7,6.9,4.79,13.2,92.1,QB,Ohio State
558,Bob Timberlake,16,BUF,13,104,1965,Michigan,1962,1964,48,252,518,266,48.6,3158,16,24,3.1,4.6,100.8,6.1,4.63,12.5,65.8,QB,Michigan
559,Bruce Threadgill,16,SFO,5,133,1978,Mississippi State,1974,1977,44,184,446,262,41.3,2746,16,23,3.6,5.2,94.5,6.2,4.55,14.9,62.4,QB,Mississippi State
560,Daryle Lamonica,16,BUF,24,188,1963,Notre Dame,1960,1962,60,198,422,224,46.9,2726,16,32,3.8,7.6,98.5,6.5,3.81,13.8,45.4,QB,Notre Dame
561,Dennis Claridge,16,RAI,26,201,1963,Nebraska,1961,1963,60,250,596,346,41.9,3466,16,28,2.7,4.7,90.3,5.8,4.24,13.9,57.8,QB,Nebraska
562,Joe Reed,16,SFO,11,283,1971,Mississippi State,1967,1970,28,203,430,227,47.2,2413,16,25,3.7,5.8,95,5.6,3.74,11.9,86.2,QB,"Baylor,Mississippi State"
563,Keith Lincoln,16,SDG,2,16,1961,Washington State,1958,1960,60,56,112,56,50,1022,16,10,14.3,8.9,155.9,9.1,7.96,18.3,17,RB,Washington State
564,Mike Livingston,16,KAN,2,48,1968,SMU,1965,1967,30,207,370,163,55.9,2432,16,21,4.3,5.7,114.1,6.6,4.88,11.7,81.1,QB,SMU
565,Reggie Collier,16,DAL,6,162,1983,Southern Mississippi,1979,1982,44,288,574,286,50.2,3662,16,15,2.8,2.6,107.7,6.4,5.76,12.7,83.2,QB,Southern Mississippi
566,Richard Todd,16,NYJ,1,6,1976,Alabama,1973,1975,33,101,189,88,53.4,1642,16,7,8.5,3.7,146.9,8.7,8.71,16.3,49.8,QB,Alabama
567,Tom Blanchard,16,NYG,12,304,1971,Oregon,1967,1970,31,161,295,134,54.6,2273,16,13,5.4,4.4,128.4,7.7,6.81,14.1,73.3,QB,Oregon
568,A.J. Feeley,15,PHI,5,155,2001,Oregon,1997,2000,20,146,278,132,52.5,2133,15,6,5.4,2.2,130.5,7.7,7.78,14.6,106.7,QB,Oregon
569,Bill Nelsen,15,PIT,10,136,1963,USC,1960,1962,30,102,232,130,44,1748,15,10,6.5,4.3,120,7.5,6.89,17.1,58.3,QB,USC
570,Bob Avellini,15,CHI,6,135,1975,Maryland,1972,1974,33,231,394,163,58.6,3222,15,25,3.8,6.3,127.2,8.2,6.08,13.9,97.6,QB,Maryland
571,Danny Bradley,15,RAM,7,189,1985,Oklahoma,1981,1984,45,137,290,153,47.2,2240,15,15,5.2,5.2,118.8,7.7,6.43,16.4,49.8,QB,Oklahoma
572,Donald Hollas,15,CIN,4,99,1991,Rice,1987,1990,42,341,606,265,56.3,4039,15,29,2.5,4.8,110.9,6.7,5.01,11.8,96.2,DB,Rice
573,Joe Barnes,15,CHI,13,316,1974,Texas Tech,1971,1973,33,179,339,160,52.8,2330,15,17,4.4,5,115.1,6.9,5.5,13,70.6,QB,Texas Tech
574,Mark Manges,15,RAM,4,105,1978,Maryland,1974,1977,44,155,287,132,54,2147,15,14,5.2,4.9,124.3,7.5,6.33,13.9,48.8,QB,Maryland
575,Mike Rae,15,RAI,8,205,1973,USC,1970,1972,33,154,298,144,51.7,2455,15,17,5,5.7,126.1,8.2,6.68,15.9,74.4,QB,USC
576,Rick McIvor,15,CRD,3,80,1984,Texas,1979,1983,31,136,317,181,42.9,2433,15,19,4.7,6,111,7.7,5.92,17.9,78.5,QB,Texas
577,Tom Tupa,15,CRD,3,68,1988,Ohio State,1984,1987,45,168,296,128,56.8,2229,15,11,5.1,3.7,129.3,7.5,6.87,13.3,49.5,P,Ohio State
578,Tommy Stevens,15,NOR,7,240,2020,Mississippi State,2016,2019,32,121,202,81,59.9,1459,15,6,7.4,3,139.1,7.2,7.37,12.1,45.6,QB,"Mississippi State,Penn State"
579,Brad Johnson,14,MIN,9,227,1992,Florida State,1988,1991,45,161,249,88,64.7,1746,14,9,5.6,3.6,134.9,7,6.51,10.8,38.8,QB,Florida State
580,Bucky Richardson,14,OTI,8,220,1992,Texas A&M,1987,1991,46,196,405,209,48.4,3039,14,23,3.5,5.7,111.5,7.5,5.64,15.5,66.1,QB,Texas A&M
581,Derrick Ramsey,14,RAI,5,136,1978,Kentucky,1975,1977,31,130,273,143,47.6,1653,14,14,5.1,5.1,105.1,6.1,4.77,12.7,53.3,QB,Kentucky
582,Gary Lane,14,CLE,9,125,1965,Missouri,1963,1965,30,146,338,192,43.2,2034,14,26,4.1,7.7,92,6,3.38,13.9,67.8,QB,Missouri
583,Henry Schichtle,14,NYG,6,81,1964,Wichita State,1962,1963,19,116,209,93,55.5,1670,14,8,6.7,3.8,137.1,8,7.61,14.4,87.9,QB,Wichita State
584,Jim Bob Taylor,14,CLT,11,280,1983,Georgia Tech,1979,1982,30,233,438,205,53.2,3137,14,26,3.2,5.9,112,7.2,5.13,13.5,104.6,QB,"Georgia Tech,SMU"
585,Jimmy Raye,14,RAM,16,431,1968,Michigan State,1965,1967,30,105,232,127,45.3,1703,14,18,6,7.8,111.3,7.3,5.06,16.2,56.8,QB,Michigan State
586,Mike Taliaferro,14,NYJ,28,219,1963,Illinois,1960,1963,72,230,588,358,39.1,3192,14,54,2.4,9.2,74.2,5.4,1.77,13.9,44.3,QB,Illinois
587,Steve Foley,14,DEN,8,199,1975,Tulane,1972,1974,30,169,343,174,49.3,2174,14,16,4.1,4.7,106.7,6.3,5.06,12.9,72.5,QB,Tulane
588,Bobby Duhon,13,NYG,3,70,1968,Tulane,1965,1967,30,187,421,234,44.4,2137,13,35,3.1,8.3,80.6,5.1,1.95,11.4,71.2,QB,Tulane
589,Brig Owens,13,DAL,7,89,1965,Cincinnati,1963,1964,20,121,235,114,51.5,1764,13,15,5.5,6.4,120,7.5,5.74,14.6,88.2,QB,Cincinnati
590,Cardale Jones,13,BUF,4,139,2016,Ohio State,2013,2015,23,160,257,97,62.3,2209,13,7,5.1,2.7,145.7,8.6,8.38,13.8,96,QB,Ohio State
591,David Williams,13,DAL,7,208,1976,Colorado,1973,1975,33,198,366,168,54.1,2449,13,19,3.6,5.2,111.6,6.7,5.07,12.4,74.2,QB,Colorado
592,Doug Elmore,13,SDG,31,248,1962,Ole Miss,1959,1961,30,82,139,57,59,1216,13,11,9.4,7.9,147.5,8.7,7.06,14.8,40.5,QB,Ole Miss
593,Gary Keithley,13,CRD,2,45,1973,UTEP,1970,1972,30,268,475,207,56.4,3267,13,25,2.7,5.3,112.7,6.9,5.06,12.2,108.9,QB,"Texas,UTEP"
594,Jack Lee,13,OTI,,,1960,Cincinnati,1957,1959,30,228,414,186,55.1,2814,13,25,3.1,6,110.5,6.8,4.71,12.3,93.8,QB,Cincinnati
595,John Sciarra,13,CHI,4,103,1976,UCLA,1972,1975,44,135,281,146,48,2439,13,20,4.6,7.1,122,8.7,6.4,18.1,55.4,RB,UCLA
596,Lee Grosscup,13,NYG,1,10,1959,Utah,1957,1958,21,162,261,99,62.1,2226,13,7,5,2.7,144.8,8.5,8.32,13.7,106,,Utah
597,Mike Walker,13,MIN,11,284,1971,Tulane,1970,1972,32,154,369,215,41.7,2439,13,30,3.5,8.1,92.6,6.6,3.66,15.8,76.2,QB,Tulane
598,Ronny South,13,NOR,5,115,1968,Arkansas,1964,1967,30,99,174,75,56.9,1407,13,9,7.5,5.2,139.1,8.1,7.25,14.2,46.9,QB,Arkansas
599,Sam Adkins,13,SEA,10,254,1977,Wichita State,1974,1976,33,336,661,325,50.8,3822,13,24,2,3.6,98.6,5.8,4.54,11.4,115.8,QB,Wichita State
600,Tom Owen,13,SFO,13,322,1974,Wichita State,1970,1973,39,217,539,322,40.3,2788,13,45,2.4,8.3,75,5.2,1.9,12.8,71.5,QB,Wichita State
