,,,,,,Passing,,,,,,,,,,,,,,,
1586,Steven Sheffield,17,2009,2010,17,134,194,60,69.1,1578,17,5,8.8,2.6,161.2,8.1,8.73,11.8,92.8,QB,Texas Tech
1587,Stu Stram,17,1976,1979,44,187,420,233,44.5,2523,17,22,4,5.2,97.9,6,4.46,13.5,57.3,QB,Louisville
1588,Tate Forcier,17,2009,2010,20,219,365,146,60,2647,17,14,4.7,3.8,128.6,7.3,6.46,12.1,132.4,QB,Michigan
1589,Terrance Cain,17,2009,2010,22,198,311,113,63.7,2327,17,7,5.5,2.3,140.1,7.5,7.56,11.8,105.8,QB,Utah
1590,Tim Ellis,17,1974,1977,44,171,355,184,48.2,2339,17,26,4.8,7.3,104.7,6.6,4.25,13.7,53.2,QB,Ole Miss
1591,Tim O'Brien,17,1988,1989,16,219,349,130,62.8,2422,17,16,4.9,4.6,128,6.9,5.85,11.1,151.4,QB,Northwestern
1592,Timmy Mcclain,17,2021,2024,20,220,382,162,57.6,3085,17,10,4.5,2.6,134.9,8.1,7.79,14,154.3,QB,"Arkansas State,South Florida,UCF"
1593,Tol Avery,17,1980,1982,32,294,547,253,53.7,3335,17,32,3.1,5.9,103.5,6.1,4.09,11.3,104.2,QB,North Carolina State
1594,Tom George,17,1979,1981,33,168,343,175,49,2132,17,17,5,5,107.6,6.2,4.98,12.7,64.6,QB,Western Michigan
1595,Troy Williams,17,2014,2017,32,290,536,246,54.1,3745,17,14,3.2,2.6,118,7,6.45,12.9,117,QB,Utah
1596,Tyrone Swoopes,17,2013,2016,40,281,499,218,56.3,3038,17,13,3.4,2.6,113.5,6.1,5.6,10.8,76,QB,Texas
1597,Walter McReynolds,17,1962,1964,30,159,332,173,47.9,2056,17,26,5.1,7.8,101.1,6.2,3.69,12.9,68.5,QB,Rice
1598,Zach Frazer,17,2008,2010,25,298,562,264,53,3422,17,21,3,3.7,106.7,6.1,5.01,11.5,136.9,QB,Connecticut
1599,Aaron Gilbert,16,1994,1995,19,172,369,197,46.6,2494,16,13,4.3,3.5,110.6,6.8,6.04,14.5,131.3,QB,Northern Illinois
1600,Al Glenny,16,1971,1973,33,213,428,215,49.8,2644,16,29,3.7,6.8,100.4,6.2,3.88,12.4,80.1,QB,Navy
