,,,,,,Passing,,,,,,,,,,,,,,,
589,Alex Gillett,35,2009,2012,45,349,660,311,52.9,4453,35,34,5.3,5.2,116.8,6.7,5.49,12.8,99,QB,Eastern Michigan
590,Andrew Zow,35,1998,2001,38,459,852,393,53.9,5983,35,32,4.1,3.8,118.9,7,6.15,13,157.4,QB,Alabama
591,Anthony Calvillo,35,1992,1993,22,448,829,381,54,5642,35,19,4.2,2.3,120.6,6.8,6.62,12.6,256.5,QB,Utah State
592,Ben Mauk,35,2004,2007,30,383,659,276,58.1,4643,35,19,5.3,2.9,129.1,7,6.81,12.1,154.8,QB,"Cincinnati,Wake Forest"
593,Brandon Doman,35,1998,2001,32,313,504,191,62.1,4354,35,14,6.9,2.8,152,8.6,8.78,13.9,136.1,QB,BYU
594,Brent Baldwin,35,1993,1996,44,342,597,255,57.3,4256,35,20,5.9,3.4,129.8,7.1,6.79,12.4,96.7,QB,Ball State
595,Brian Broomell,35,1976,1979,43,263,500,237,52.6,3902,35,31,7,6.2,128.9,7.8,6.41,14.8,90.7,QB,Temple
596,Brian Hoyer,35,2005,2008,39,500,896,396,55.8,6159,35,23,3.9,2.6,121.3,6.9,6.5,12.3,157.9,QB,Michigan State
597,Cale Gundy,35,1990,1993,44,420,751,331,55.9,6142,35,31,4.7,4.1,131.7,8.2,7.25,14.6,139.6,QB,Oklahoma
598,Casey Kelly,35,2000,2003,40,416,786,370,52.9,5449,35,28,4.5,3.6,118.7,6.9,6.22,13.1,136.2,QB,New Mexico
599,Chris Jacquemain,35,2007,2009,25,411,718,307,57.2,4691,35,25,4.9,3.5,121.2,6.5,5.94,11.4,187.6,QB,Akron
600,Chris Keldorf,35,1996,1997,19,305,519,214,58.8,3795,35,14,6.7,2.7,137,7.3,7.45,12.4,199.7,QB,North Carolina
