,,,,,,Passing,,,,,,,,,,,,,,,
1787,Steve Sogge,15,1966,1968,30,178,333,155,53.5,2296,15,15,4.5,4.5,117.2,6.9,5.77,12.9,76.5,QB,USC
1788,Stewart Patridge,15,1994,1997,22,310,510,200,60.8,3564,15,11,2.9,2.2,124.9,7,6.61,11.5,162,QB,Ole Miss
1789,Tai Lavatai,15,2021,2023,26,132,253,121,52.2,1935,15,7,5.9,2.8,130.5,7.6,7.59,14.7,74.4,QB,Navy
1790,TaQuon Marshall,15,2015,2018,34,92,226,134,40.7,1836,15,9,6.6,4,122.9,8.1,7.66,20,54,QB,Georgia Tech
1791,Tavita Pritchard,15,2006,2009,31,254,471,217,53.9,2865,15,24,3.2,5.1,105.3,6.1,4.43,11.3,92.4,QB,Stanford
1792,Taylor Bennett,15,2005,2008,30,277,589,312,47,3677,15,17,2.5,2.9,102.1,6.2,5.45,13.3,122.6,QB,"Georgia Tech,Louisiana Tech"
1793,T.C. Ostrander,15,2004,2007,30,297,580,283,51.2,3783,15,11,2.6,1.9,110.7,6.5,6.19,12.7,126.1,QB,Stanford
1794,Ted Grignon,15,1969,1971,30,177,361,184,49,2462,15,25,4.2,6.9,106.2,6.8,4.53,13.9,82.1,QB,Western Michigan
1795,Tom Flores,15,1956,1957,20,155,311,156,49.8,2099,15,18,4.8,5.8,110.9,6.7,5.11,13.5,105,QB,Pacific
1796,Tom LaFramboise,15,1962,1964,30,238,472,234,50.4,2748,15,31,3.2,6.6,96.7,5.8,3.5,11.5,91.6,QB,Louisville
1797,Tom Schultze,15,1972,1973,22,236,484,248,48.8,3128,15,43,3.1,8.9,95.5,6.5,3.08,13.3,142.2,QB,Virginia Military Institute
1798,Tom Sorley,15,1976,1978,34,148,265,117,55.8,2230,15,13,5.7,4.9,135.4,8.4,7.34,15.1,65.6,QB,Nebraska
1799,Tom Thenell,15,1981,1984,39,136,311,175,43.7,1818,15,15,4.8,4.8,99.1,5.8,4.64,13.4,46.6,QB,Colorado State
1800,Troy DeGar,15,1994,1996,23,220,469,249,46.9,2686,15,13,3.2,2.8,100,5.7,5.12,12.2,116.8,QB,Tulsa
